해역,연안명칭,no.,수온(℃)표층,수온(℃)저층,염분표층,염분저층,pH표층,pH저층,DO(㎎/L)표층,DO(㎎/L)저층,COD(㎎/L)표층,COD(㎎/L)저층,NH4-N(㎎/L)표층,NH4-N(㎎/L)저층,NO2-N(㎎/L)표층,NO2-N(㎎/L)저층,NO3-N(㎎/L)표층,NO3-N(㎎/L)저층,DIN( mg/L )표층,DIN( mg/L )저층,T-N( mg/L )표층,T-N( mg/L )저층,DIP( mg/L )표층,DIP( mg/L )저층,T-P( mg/L )표층,T-P( mg/L )저층,SiO2-Si( mg/L )표층,SiO2-Si( mg/L )저층,SS( mg/L )표층,SS( mg/L )저층,Chl-a(㎍/L)표층,Chl-a(㎍/L)저층,유분(㎎/L)표층,투명도(m)표층,대장균군(MPN/100ml)표층
남해,고성자란만,Avg.,17.62426667,16.83593333,33.2242,33.25379167,8.061666667,8.103333333,7.79450028,7.546111727,1.647625333,1.774416,23.64483333,25.72266667,3.468,4.959666667,21.40616667,19.5265,48.519,50.20883333,181.7328333,162.5656667,11.03,12.185,24.90075,23.90013889,323.6236667,376.7421667,6.530833333,10.57638889,1.618583333,1.902198333,0,3.708333333,0
남해,사천연안,Avg.,17.4588875,16.77611875,33.07659375,33.184075,8.10125,8.11875,7.595874918,7.323562383,1.329512333,1.460462333,24.62425,24.514875,4.943875,5.270125,22.925,22.268375,52.493125,52.053375,155.904875,155.484,12.3571875,12.388625,24.7128125,24.005625,257.79075,287.410875,8.6625,11.925,1.8880625,1.790647222,0,2.5875,0
남해,진주만,Avg.,16.7360625,16.5638375,32.744575,32.78665,8.135,8.1325,8.210898469,8.127881325,1.537953333,1.543859333,34.846,33.13041667,5.7215,5.69825,26.84625,45.62025,67.41375,84.44891667,205.737,204.13375,14.51575,15.22225,31.995875,32.69725,324.6945,333.15475,15.33333333,19.89791667,2.90125,3.036875,0,2.4,0
남해,남해도남안,Avg.,17.347705,16.49411,33.3871,33.501745,8.233,8.205,8.325624173,7.982938669,1.237609867,1.490027467,12.7799,12.7057,4.3039,5.0864,34.8033,41.856,51.8871,59.6481,147.5393,160.9041,8.4582,10.7489,18.1629,21.14665,242.7742,275.3039,6.198333333,9.794166667,1.181352857,1.5317,0,5.38,0
남해,광양만,Avg.,17.54413125,16.8580625,32.10122292,32.53776458,8.131666667,8.129791667,7.86805963,7.660403266,1.699977667,1.811137,46.84127778,57.94590278,11.78305556,10.61868056,80.62,66.15754167,139.2443333,134.722125,253.5537083,241.6272639,21.24227785,21.33657639,39.33189583,36.94317361,400.4600833,390.19125,10.30152778,15.10277778,3.005791667,2.325791667,0,2.09375,0
남해,여수연안,Avg.,17.22476,16.835375,32.875365,33.05476,8.179,8.167,7.75312924,7.463467466,1.392634933,2.031911733,32.1734,30.4934,6.3162,5.8878,44.2608,40.875,82.7504,77.2562,195.6458,191.2911,13.9605,13.82235,27.56365,28.15265,314.2413,312.0054,10.36083333,14.13416667,1.90682,1.63448,0,2.61,0
남해,가막만,Avg.,16.72626,16.51376,32.846375,32.928625,8.185,8.1735,8.32311237,7.91232501,1.5193856,1.844396,30.53843333,33.42033333,3.309083333,3.873666667,33.9601,27.9872,67.80761667,65.2812,189.10045,191.0372333,12.65625,13.59601667,27.49906667,28.57993333,297.8333,319.7238,10.4025,13.6175,1.9754,1.93393,0,3.185,0
남해,여자만,Avg.,16.30605833,16.10386667,32.15749167,32.39175,8.159166667,8.160833333,8.006775588,8.019865675,1.776298667,1.946601333,45.61083333,47.84733333,7.262833333,8.4255,51.47566667,47.25516667,104.3493333,103.528,251.0398333,242.8801667,17.85275,17.42258333,38.38058333,38.95666667,476.4646667,466.8768333,27.58194444,39.89861111,3.048,2.975958333,0,1.116666667,0
남해,고흥연안,Avg.,16.7867125,16.30016563,33.20190313,33.22109375,8.2125,8.20875,8.216646463,8.119397363,1.308199833,1.515205833,16.7978125,15.1038125,8.1805,8.3855625,44.375125,40.9084375,69.3534375,64.3978125,182.43225,176.878625,11.23790625,11.5741875,24.19065625,27.5648125,285.0484375,287.9061875,14.79916667,27.63479167,1.525234375,1.71728125,0,1.509375,0
남해,득량만,Avg.,16.75423,16.297775,32.58387,32.76466,8.197,8.192,8.495375678,8.167990636,1.590116,1.8782936,24.43373333,29.2985,8.2399,8.082,42.8775,47.0225,75.55113333,84.403,194.4504333,203.6013,13.41113333,13.86981667,31.08008333,33.85716667,333.4818,326.4589,23.16583333,24.655,2.9144,2.61121,0,1.43,0
제주,제주연안,Avg.,17.65239167,17.20801667,33.77705,33.87315833,8.174166667,8.145833333,8.291923936,8.243050988,1.028420889,1.202921333,7.532,9.473333333,3.9135,5.1375,39.91233333,52.48316667,51.35783333,67.094,158.2676667,135.4395,7.513833333,7.974166667,19.07791667,15.98077778,201.638,225.9616667,5.55462963,10.13780864,1.396427778,0.588444444,0,9.191666667,0
제주,조천연안,Avg.,17.54779167,17.09473333,33.73415,33.86418333,8.158333333,8.154166667,8.099686493,8.041445944,1.199802222,1.154826222,8.1235,8.437333333,5.231666667,8.655,57.07433333,51.11533333,71.378,68.20766667,162.1771667,158.55,7.557,9.202083333,17.78108333,17.577,226.016,219.2518333,7.198611111,9.343364198,0.429416667,0.285683333,0,8.933333333,0
제주,성산연안,Avg.,18.4785625,16.8721875,33.838025,33.9665875,8.16375,8.1325,8.289880671,7.933154884,1.179672,1.48076,5.5545,4.24025,3.114,3.784,33.84225,39.57675,42.51075,47.601,131.0365,231.8575,6.198375,7.727375,14.54158333,27.28645833,461.8275,175.854,6.936111111,9.312222222,0.624,0.457,0,9.0625,0
제주,표선연안,Avg.,18.84235,17.5956375,33.7841875,33.93625,8.19375,8.16375,7.998413163,7.400006038,1.084064,1.36912,5.5825,8.01325,2.72125,4.691,27.52325,44.487,35.827,57.19125,130.004,154.78925,5.344,7.619125,14.4305,16.480375,173.0145,191.3665,7.166666667,9.183796296,0.802916667,0.199075,0,8.8625,0
제주,서귀포연안,Avg.,18.8044,17.63385833,33.68583333,33.97765833,8.13,8.12,8.19435338,7.876305886,1.306245778,1.571245778,6.857666667,7.459666667,3.034333333,3.3395,58.45083333,55.28816667,68.34283333,66.08733333,153.3851667,160.3035,6.103,7.618,15.68402778,17.62836111,388.642,443.781,7.763425926,9.266403413,0.73035303,0.607688889,0,9.391666667,0
제주,대정연안,Avg.,18.41263333,17.90943333,33.86618333,33.9289,8.13,8.115,8.42267791,8.112973143,1.197911111,1.420044889,8.562166667,4.737833333,2.834833333,4.141833333,32.07366667,35.18266667,43.47066667,44.06233333,135.0568333,151.9501667,5.9765,6.289333333,16.20352778,16.90361111,161.4176667,169.1038333,5.753240741,7.824228395,0.838811111,1.226277778,0,8.966666667,0
제주,한림연안,Avg.,18.23346667,17.13448333,33.84148333,33.94915833,8.154166667,8.123333333,8.50666071,8.160279574,1.261882222,1.433712,8.384833333,7.659166667,3.154833333,3.9455,33.7815,37.11516667,45.32116667,48.71983333,125.9148333,144.9816667,5.287583333,7.3385,13.58258333,16.585,160.0126667,178.376,7.520833333,10.66558642,0.725888889,0.631888889,0,9.45,0
남해,완도연안,Avg.,16.754425,16.16859,33.3238,33.377285,8.144,8.1375,9.395198441,9.374563194,1.446348,1.5395368,21.7672,17.88616667,5.7381,6.178466667,72.269,71.5945,99.7743,95.65913333,196.4046,200.3299667,14.40035,14.43988333,27.90826667,27.70289167,294.928,290.4764,28.87333333,35.02333333,1.0373,1.0843,0,1.685,0
남해,도암만,Avg.,16.48414583,16.30427917,31.31980833,31.93520833,8.074166667,8.07625,10.34210867,9.939584304,1.737800222,1.618251556,40.4845,39.46006944,9.792194444,11.88119444,114.881,100.9169167,165.1576944,152.2581806,301.9181667,283.8765417,23.15594444,22.10825,47.84010417,46.18095833,599.5954167,538.0501667,33.8125,36.825,2.65375,2.43425,0,1.0625,0
남해,진도연안,Avg.,15.73675,15.59258125,32.8499,32.8782375,8.065625,8.07,9.833380958,9.68620914,1.594242,1.752735,13.887125,11.47825,7.325375,6.99,85.218125,83.119375,106.430625,101.587625,204.430625,200.750375,15.7934375,14.3276875,36.8028125,42.1386875,326.488375,314.574625,46.03541667,67.54270833,0.95115,0.8732,0,0.80625,0
서해,해남만,Avg.,16.8136625,15.6671875,31.7235125,31.9922125,8.21,8.16875,9.621709491,8.837989468,1.967572,1.679758,5.64375,16.6565,8.3445,14.246,87.26125,92.313,101.2495,123.2155,212.37575,215.8025,9.293875,13.1125,25.327,26.226,238.77025,287.67125,14.55833333,15.77916667,2.74825,2.9912,0,2.7,0
서해,목포연안,Avg.,16.3051375,15.690375,31.27105313,31.92805313,8.1284375,8.1071875,8.732762947,8.177152376,1.6253525,1.761408667,27.330625,25.9818125,17.007,18.5340625,112.907125,101.892,157.24475,146.407875,274.1730625,294.273,18.91740625,20.24203125,31.46209375,33.9469375,292.151125,333.219,15.43520833,15.69166667,4.197,3.450875,0,1.80625,0
서해,신안연안,Avg.,15.7929625,15.5262875,32.51405,32.58405,8.12625,8.13,8.726929885,8.572530227,1.536398,1.782376,4.3855,6.0515,8.9965,9.14175,100.7155,99.615,114.0975,114.80825,200.85275,213.95675,14.140125,16.700375,27.62875,30.40325,306.07375,304.51375,29.71666667,37.39583333,1.5353,1.1722,0,1.2375,0
서해,무안연안,Avg.,15.87555,15.76485,31.023425,31.04639167,8.134166667,8.123333333,10.0435777,10.04246334,1.597152889,1.794200889,32.07866667,32.3995,21.4735,22.13416667,138.4693333,139.0816667,192.0215,193.6153333,300.3159444,292.8652222,19.33883333,19.54041667,37.86477778,41.974,387.3918333,393.1575,44.34166667,59.975,1.701833333,1.791666667,0,1.058333333,0
서해,함평연안,Avg.,15.28969375,15.28089375,30.93075,31.03726875,7.945,7.968125,10.28576336,10.21785496,1.731918,1.917237,23.1931875,22.86958333,39.817,30.55095833,124.00675,116.614125,187.0169375,170.0346667,343.6827917,352.272375,28.92539583,25.51825,58.7895625,64.98019792,401.992625,387.11375,56.92916667,92.62083333,1.901375,2.041875,0,0.91875,0
서해,고창연안,Avg.,16.42760625,15.674825,31.451525,31.54308125,8.206875,8.2075,9.62397117,9.067453128,2.097191,2.315452,9.939125,17.936625,1.723375,2.185625,24.874375,26.739,36.536875,46.86125,213.53675,210.85925,10.46665454,11.64475,37.8684375,41.7085625,145.02975,149.39725,50.37057292,66.90677083,3.0859,3.166625,0,1.3625,0
서해,전주포연안,Avg.,14.62976563,13.92165625,31.12260625,31.2523625,8.2125,8.199375,9.007898827,8.580177651,2.149498833,2.320234833,22.89175,18.01625,1.91825,2.0144375,14.5418125,15.5543125,39.3518125,35.585,201.0623125,208.3265625,7.820243669,8.71309375,23.15215625,24.82809375,100.8775,110.5364375,14.26510417,18.96614583,2.307575,2.8850875,0,2.671875,0
서해,군산연안,Avg.,14.569965,14.047455,29.0619375,29.646535,8.13325,8.12275,8.377301442,8.10324821,2.2067808,2.5381594,62.4323,48.4568,5.88305,5.22785,127.57065,96.56165,195.886,150.2463,386.0577,333.60355,16.58111069,15.7048,39.307225,36.77065,202.4602,190.1217,15.04416667,19.78569444,2.726223333,3.121253333,0,2.0375,0
서해,보령연안,Avg.,15.07411875,14.814225,31.5793375,31.66129375,8.131875,8.13125,8.426255056,8.288909166,1.7183355,1.9989605,15.927625,15.364125,4.016625,4.056625,27.455375,27.461375,47.399625,46.882125,201.18175,187.434625,10.2151875,10.5483125,27.8438125,26.0496875,132.32125,133.019875,18.64166667,25.10729167,1.608625,1.768675,0,2.1875,0
서해,천수만,Avg.,15.24202143,14.86487143,31.51608571,31.60783571,8.144642857,8.131071429,8.380433773,7.968879579,1.600765524,2.019349524,20.278,22.067,3.611428571,3.859928571,15.70928571,15.922,39.59871429,41.84892857,205.9725,202.743,12.10582143,12.84132143,29.55407143,28.28307143,139.8905714,151.0181429,23.81988095,21.94047619,1.594178571,1.54175,0,2.164285714,0
서해,태안연안,Avg.,13.5259,13.31055,31.75631,31.78162,8.1065,8.1075,8.414869626,8.399288352,1.721447467,1.933710667,15.0171,6.8803,3.3129,3.5077,54.74,55.1485,73.07,65.5365,212.3198,219.1994,12.52475,12.9789,26.6321,27.87675,164.4431,163.1003,17.09333333,18.29666667,1.38844,1.58172,0,2.69,0
서해,가로림연안,Avg.,12.9168875,12.6827875,31.6086,31.64089583,8.09625,8.105,8.472438814,8.378484689,1.579623333,1.911200667,11.77341667,12.41391667,4.11075,6.971583333,109.7689167,105.3139167,125.6530833,124.6994167,254.695,248.6026667,17.79466667,17.86295833,29.47841667,29.61080556,226.9590833,222.5055,23.83222222,28.28851852,1.623027778,1.753438889,0,1.816666667,0
서해,대산연안,Avg.,13.1381875,13.05195625,31.27494375,31.29660625,8.078125,8.079375,8.658952361,8.542021384,1.700068667,1.988100667,14.31675,13.9615,5.858625,4.705875,134.13175,137.137125,154.307125,155.8045,281.866375,299.3083333,20.524,20.285625,33.79629167,32.686625,233.534625,185.72775,21.23020833,28.72916667,1.326175,1.626775,0,1.85625,0
서해,아산연안,Avg.,13.69713,13.423005,30.64172,30.92651,8.048,8.053,8.916376525,8.856160607,1.786365333,1.916622933,43.5974,35.3178,10.7379,9.1586,182.7151,156.8282,237.0504,201.3046,389.032,348.159,25.8749,24.89415,39.1282,38.11605,336.5644,310.0247,15.58,28.18166667,1.2982,1.2356,0,1.885,0
서해,인천연안,Avg.,14.14788587,13.82246087,29.75459457,30.29113152,8.024782609,8.034793478,8.776540714,8.715774927,1.808849043,2.06658713,124.7381232,98.94733333,16.81063043,15.01396377,249.1083551,226.2799348,390.7615,340.2412319,549.8968696,489.3777319,35.73105435,34.92791304,54.2463913,51.48751087,370.9591812,346.4556594,20.05507246,29.42173913,1.841507246,2.053155797,0,1.483695652,0
서해,시화호,Avg.,15.10552,14.72938,29.541975,29.9543225,8.08,8.0485,9.13375,8.73,2.365774,2.4995848,76.67181667,71.92208333,16.3065,17.06145,103.2982,115.39815,196.7917167,204.3816833,491.0833667,464.8547167,24.402825,25.6436,66.51502083,61.52285833,243.1507,260.62855,56.4185,57.205,11.0759,11.0366,0,1.6775,0
동해,거진항,H1,13.2194,12.3677,32.82,33.37955,8.145,8.145,10.40675822,9.773529685,1.6018,1.335856,23.289,19.943,2.466,1.81,43.489,48.088,69.244,69.841,201.061,193.956,10.9055,10.794,26.3345,23.2035,128.316,133.024,6.725,11.875,6.9863,4.9004,0,2.45,0
동해,속초항,H1,14.9366,13.2552,32.781025,33.6936,8.0475,8.1575,8.173438743,8.530359439,1.567372,1.209728,74.4905,19.0505,4.513,1.9235,80.743,43.7615,159.7465,64.7355,277.4835,169.148,14.97875,10.26375,27.9,21.4675,338.974,165.904,9.540625,8.778125,1.84856875,1.04903125,0,4.625,0
동해,주문진항,H1,14.1035,13.4087,32.3141,33.3495,8,7.995,8.172585673,8.594385874,1.506968,1.65648,85.701,48.524,6.096,3.643,93.628,67.422,185.425,119.589,255.787,193.382,26.474,19.4635,46.24166667,35.14366667,388.672,258.88,3.55,8.55,0.996,1.442,0,4,0
동해,묵호항,H1,15.12625,12.99025,33.2241,33.721075,8.0275,8.1025,9.095084312,9.406509454,1.619065333,1.295813333,16.24,13.8355,3.7085,3.0635,64.1045,59.042,84.053,75.941,186.221,181.3665,10.1725,10.7215,21.1265,22.01,177.81,177.321,3.3,6.4,3.171,2.516,0,6.2,0
동해,삼척항,H1,14.85315,14.156725,33.542075,33.724325,8.155,8.1975,8.909529824,8.954929985,1.129896,0.999096,13.167,15.6345,2.814,2.2865,69.325,61.3995,85.306,79.3205,169.5365,185.591,10.73125,11.78075,20.0415,20.212,225.94,219.047,15.6,6.9375,1.572,1.32285,0,4.425,0
동해,죽변항,H1,18.46245,18.23925,33.2376,33.28975,8.145,8.15,8.956358634,9.018956369,1.571648,0.992488,12.614,8.337,2.033,1.971,42.739,42.343,57.386,52.651,164.367,160.657,9.93,10.1005,24.955,25.0635,174.234,171.38,6.025,11.275,2.4717,3.7319,0,5.1,0
동해,후포항,H1,19.17355,18.84605,33.17185,33.2629,8.09,8.14,8.371412843,8.295621713,1.315029333,1.740853333,11.354,15.344,2.473,2.31,43.312,44.512,57.139,62.166,176.939,155.036,10.085,10.302,17.019,17.298,194.044,213.172,4.275,3.575,1.018,2.079,0,5.65,0
동해,축산항,H1,19.21,19.0478,33.3419,33.3926,8.03,8.045,8.1293413,8.200472705,1.179549333,1.233693333,3.409,12.845,2.305,2.432,45.635,45.834,51.349,61.111,150.542,140.896,9.992,10.085,14.756,13.8105,217.422,205.082,3.7,3.575,0.512,0.418,0,6.15,0
